Player,Team,Salary
Tyler Pitlick,DAL,3500
Esa Lindell,DAL,3500
David Savard,CLS,3400
Chris Kunitz,TB,3400
Tyler Motte,CLS,3300
Ryan Murray,CLS,3300
Alan Quine,NYI,3300
Shane Prince,NYI,3300
Dennis Seidenberg,NYI,3300
Colton Sceviour,FLA,3300
Denis Malgin,FLA,3300
Jake Dotchin,TB,3300
Erik Haula,VGK,3300
Radek Faksa,DAL,3300
Curtis McKenzie,DAL,3300
Jared McCann,FLA,3200
Erik Condra,TB,3200
Dan Girardi,TB,3200
Slater Koekkoek,TB,3200
Mikhail Sergachev,TB,3200
Deryk Engelland,VGK,3200
Brad Hunt,VGK,3200
Nate Schmidt,VGK,3200
Antoine Roussel,DAL,3200
Jamie Oleksiak,DAL,3200
Dan Hamhuis,DAL,3200
Jordan Schroeder,CLS,3100
Derek MacKenzie,FLA,3100
Mark Pysyk,FLA,3100
Cory Conacher,TB,3100
Anton Stralman,TB,3100
Brandon Pirri,VGK,3100
Pierre-Edouard Bellemare,VGK,3100
Brendan Leipsic,VGK,3100
Jason Garrison,VGK,3100
Adam Cracknell,DAL,3100
Stephen Johns,DAL,3100
Lukas Sedlak,CLS,3000
Casey Cizikas,NYI,3000
Jason Chimera,NYI,3000
Thomas Hickey,NYI,3000
Connor Brickley,FLA,3000
Cedric Paquette,TB,3000
J.T. Brown,TB,3000
Mikhail Grabovski,VGK,3000
William Carrier,VGK,3000
Luca Sbisa,VGK,3000
Colin Miller,VGK,3000
Julius Honka,DAL,3000
Zac Dalpe,CLS,2900
Nikolay Kulemin,NYI,2900
Cal Clutterbuck,NYI,2900
Adam Pelech,NYI,2900
Scott Mayfield,NYI,2900
Braydon Coburn,TB,2900
Oscar Lindberg,VGK,2900
Tyler Wong,VGK,2900
Jon Merrill,VGK,2900
Greg Pateryn,DAL,2900
Marc Methot,DAL,2900
Markus Nutivaara,CLS,2800
Gabriel Carlsson,CLS,2800
Stephen Gionta,NYI,2800
Ryan Pulock,NYI,2800
Micheal Haley,FLA,2800
Alex Petrovic,FLA,2800
Gabriel Dumont,TB,2800
Michael Bournival,TB,2800
Andrej Sustr,TB,2800
Tomas Nosek,VGK,2800
Alex Tuch,VGK,2800
Brayden McNabb,VGK,2800
Markus Hannikainen,CLS,2700
Scott Harrington,CLS,2700
Seth Helgeson,NYI,2700
Ian McCoshen,FLA,2700
Adam Erne,TB,2700
Teemu Pulkkinen,VGK,2700
Tomas Hyka,VGK,2700
Clayton Stoner,VGK,2700
Griffin Reinhart,VGK,2700
Alexandre Grenier,FLA,2600
MacKenzie Weegar,FLA,2600
Matthew Peca,TB,2600
Tye McGinn,TB,2600
Alexander Volkov,TB,2600
David Clarkson,VGK,2600
Gemel Smith,DAL,2600
Remi Elie,DAL,2600
Connor Jones,NYI,2500
Owen Tippett,FLA,2500
Ed Wittchow,FLA,2500
Linus Hultstrom,FLA,2500
Reid Duke,VGK,2500
Keegan Kolesar,VGK,2500
Jake Bischoff,VGK,2500
Ben Bishop,DAL,8400
Sergei Bobrovsky,CLS,8200
Andrei Vasilevskiy,TB,8100
Kari Lehtonen,DAL,7900
Peter Budaj,TB,7800
Joonas Korpisalo,CLS,7700
